page,slug,Image,Advice Text,Life_Area,Action_Type,Difficulty,Topic_Theme,Smart_Category
145,throw-box-away,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/throw-box-away.png,"When you take the last piece, throw the box away.",Personal Development,Conditional Wisdom,Easy,Mindset & Emotions,General Wisdom
38,time-over-money,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/time-over-money.png,"Value your time more than money, and experiences over stuff.",Money & Finance,Mindset Shift,Medium,Financial Wisdom,Money & Finance
197,time-precious,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/time-precious.png,Time with others is finite and precious.,Personal Development,Mindset Shift,Easy,Learning & Skills,General Wisdom
173,tin-foil,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/tin-foil.png,Tin foil cannot go in the microwave.,Personal Development,Avoid/Stop,Easy,Learning & Skills,Things to Avoid
70,tip-generously,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/tip-generously.png,Tip generously.,Personal Development,Mindset Shift,Easy,Financial Wisdom,General Wisdom
156,toddler-phone,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/toddler-phone.png,"When a toddler hands you a toy phone, you answer it.",Personal Development,Conditional Wisdom,Medium,Learning & Skills,General Wisdom
226,track-happy,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/track-happy.png,Start tracking what actually makes you happy.,Personal Development,Mindset Shift,Easy,Financial Wisdom,General Wisdom
232,trash-advice,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/trash-advice.png,"If you wouldn't take advice from someone, don't take criticism from them either.",Personal Development,Conditional Wisdom,Medium,Learning & Skills,General Wisdom
6,travel-early-often,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/travel-early-often.png,Travel. Early and often.,Travel & Adventure,Experience/Do,Easy,"Theme: know, need",Travel & Adventure
196,travel-empathy,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/travel-empathy.png,Traveling abroad builds empathy for other cultures.,Travel & Adventure,Experience/Do,Requires Effort,Mindset & Emotions,Travel & Adventure
105,treat-animals,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/treat-animals.png,The way people treat animals tells you a lot about them.,Health & Wellness,Mindset Shift,Medium,"Theme: know, need",Health & Wellness
233,trust-feeling,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/trust-feeling.png,If something feels off–even if can’t explain why–still trust that feeling.,Personal Development,Conditional Wisdom,Medium,Financial Wisdom,General Wisdom
273,turn-off-high-beams,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/turn-off-high-beams.png,Turn off high beams for oncoming cars.,Personal Development,Mindset Shift,Easy,Learning & Skills,General Wisdom
26,two-dogs,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/two-dogs.png,"Two dogs are better than one, both for you and especially for each other.",Personal Development,Mindset Shift,Medium,Mindset & Emotions,General Wisdom
130,two-minutes,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/two-minutes.png,"If it takes less than two minutes, do it now.",Personal Development,Conditional Wisdom,Easy,Mindset & Emotions,General Wisdom
222,two-options,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/two-options.png,"If choosing between two options feels impossible, they're probably both fine.",Personal Development,Conditional Wisdom,Medium,Mindset & Emotions,General Wisdom
259,unfollow-accounts,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/unfollow-accounts.png,Unfollow accounts that make you feel bad about yourself.,Personal Development,Mindset Shift,Medium,"Theme: know, need",General Wisdom
296,use-wit,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/use-wit.png,"Use your wit to light up a room, not to own it.",Home & Organization,Avoid/Stop,Easy,"Theme: room, use",Home & Organization
3,video-games-real-guns,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/video-games-real-guns.png,Avoid video games that depict real guns or real violence.,Personal Development,Avoid/Stop,Medium,Learning & Skills,Things to Avoid
207,vinegar-baking-soda,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/vinegar-baking-soda.png,White vinegar and baking soda can clean almost anything.,Home & Organization,Mindset Shift,Medium,Financial Wisdom,Home & Organization
255,visit-landmarks,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/visit-landmarks.png,Visit the landmarks in your own city just like a tourist would.,Personal Development,Experience/Do,Easy,"Theme: know, need",General Wisdom
289,vote,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/vote.png,"Have a say in the world you are inheriting.
Vote.",Personal Development,Mindset Shift,Easy,Learning & Skills,General Wisdom
200,walk-in-belong,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/walk-in-belong.png,Walk into every room like you belong there–because you do.,Home & Organization,Mindset Shift,Medium,"Theme: room, use",Home & Organization
154,walking-match-pace,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/walking-match-pace.png,"When walking with someone, match their pace.",Personal Development,Conditional Wisdom,Easy,Mindset & Emotions,General Wisdom
30,wash-hands,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/wash-hands.png,Wash your hands every time you are in a bathroom.,Home & Organization,Mindset Shift,Easy,Financial Wisdom,Home & Organization
279,water-bottle-hydration,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/water-bottle-hydration.png,Keep a reusable water bottle with youÑhydration is key.,Personal Development,Maintain/Remember,Medium,Financial Wisdom,General Wisdom
124,wear-seatbelt,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/wear-seatbelt.png,Always wear your seatbelt.,Health & Wellness,Maintain/Remember,Easy,Financial Wisdom,Health & Wellness
151,wearing-headphones,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/wearing-headphones.png,"If someone is wearing headphones, assume they don't want to talk.",Personal Development,Conditional Wisdom,Medium,Learning & Skills,General Wisdom
258,week-tidy-home,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/week-tidy-home.png,Start the week off with a tidy home.,Home & Organization,Mindset Shift,Easy,Mindset & Emotions,Home & Organization
162,what-do-you-do,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/what-do-you-do.png,"Find a better conversation starter than “So, what do you do?”",Personal Development,Mindset Shift,Medium,Financial Wisdom,General Wisdom
177,when-to-stop,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/when-to-stop.png,Finding something to improve is rarely the problem. The real challenge is knowing when to stop.,Personal Development,Mindset Shift,Medium,"Theme: know, need",General Wisdom
136,whisper-dont,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/whisper-dont.png,"If you have to whisper it, you probably shouldn't.",Personal Development,Conditional Wisdom,Medium,Learning & Skills,General Wisdom
16,word-puzzles,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/word-puzzles.png,Word puzzles will keep your mind sharp.,Personal Development,Mindset Shift,Easy,Financial Wisdom,General Wisdom
236,worrying-interest,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/worrying-interest.png,Worrying is just paying interest on a problem you don't even have yet.,Personal Development,Mindset Shift,Easy,"Theme: know, need",General Wisdom
174,worth-more,AdviceDB%20208a0765760b80ff8a55ed3dd1a76fcc/worth-more.png,You will never be worth more than you think you are worth.,Personal Development,Mindset Shift,Medium,Mindset & Emotions,General Wisdom
